0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,0.0,0.07333896,0.113109946,0.0,0.0,0.0,0.43080047,0.0,0.0,0.0,0.25009978,0.0,0.06065811,0.12909219
0.045715276,0.0,0.0,0.46978983,0.24285805,0.0,0.0,0.0,0.24748716,0.0,0.0,0.0,0.44517702,0.0,0.0,0.2891216
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2101826,0.0,0.0,0.18361957,0.11949471,0.0,0.12627274,0.12528062
0.56725657,0.10612099,0.0,0.710431,0.41426668,0.13625279,0.0,0.0,0.0,0.0,0.015410741,0.0,1.2962307,0.0,0.0007340275,0.6261997
0.0,0.0,0.037414342,0.09240112,0.0,0.0,0.0,0.0,0.1555003,0.0,0.0,0.0,0.11089562,0.0,0.10035263,0.10945137
0.06891699,0.0,0.07148701,0.35858867,0.0,0.0,0.0,0.0,0.26585865,0.0,0.0,0.0,0.019416437,0.0,0.14928482,0.26406077
0.0,0.0,0.7765019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010228828,0.022274755,0.17848271,0.13703907
0.0,0.0,0.1712196,0.088452555,0.0,0.0,0.0,0.0,0.10050265,0.0,0.0,0.0,0.029075846,0.0,0.0,0.08425467
0.10565685,0.0,0.17900051,0.08071389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026370894,0.15403718,0.0,0.0,0.0
0.06558874,0.0,0.0,0.3739826,0.029721826,0.0,0.0,0.0,0.10161541,0.0,0.013066373,0.0,0.12496133,0.06510174,0.0,0.041144133
0.2665939,0.16335067,0.0,0.48942506,0.38340485,0.33617887,0.0,0.0,0.0,0.0,0.17698441,0.0,0.74229914,0.06719738,0.014226425,0.5358411
0.0,0.027064636,0.0,0.24749714,0.33770707,0.0,0.0,0.0,0.044476014,0.0,0.0033758539,0.0,0.38914597,0.07056337,0.11527142,0.17517492
0.052406166,0.0,0.0,0.2070738,0.06300076,0.16393183,0.0,0.0,0.0,0.0,0.022975108,0.0,0.2680704,0.0,0.12604982,0.09976572
0.0,0.0,0.5433545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639919,0.0,0.0,0.051671084,0.025994673
