0,1,2,3,4,5,6,7,8,9
0.7520474,0.26570913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4913081,0.1988151,0.0,0.06444907,0.0,0.0,0.0035248622,0.0,0.040864233,0.0
0.24818547,0.0,0.0,0.39527684,0.0,0.0,0.0,0.0,0.17669725,0.0
0.4669159,0.0,0.0,0.2244567,0.0,0.010845892,0.0,0.0,0.0,0.0
0.37798,0.11253795,0.0,0.1732756,0.0,0.0,0.0,0.0,0.081274346,0.0
0.5704222,0.0,0.0,0.0921855,0.0,0.0,0.0,0.0,0.0,0.0
0.3384138,0.12772402,0.0,0.1698572,0.0,0.0,0.0,0.0,0.015451953,0.10060087
0.4028647,0.21892706,0.0,0.0,0.0,0.0,0.0,0.0,0.10567138,0.0
0.5027304,0.0,0.0,0.24067456,0.0,0.0,0.0,0.0,0.0,0.00011577085
0.0,0.0,0.0,0.30115283,0.0,0.0,0.0,0.0,0.085175216,0.19139652
0.8999436,0.097090065,0.0,0.0,0.0,0.21576273,0.0,0.0,0.0,0.0
0.4199549,0.12823536,0.0,0.064420044,0.0,0.0,0.0,0.0,0.09406325,0.0
0.51531893,0.0,0.0,0.0,0.23935989,0.0,0.0,0.0,0.0,0.0
0.512336,0.0,0.0,0.035603404,0.0,0.0,0.0,0.0,0.0,0.0
0.42571017,0.028284818,0.0,0.18197733,0.0,0.0,0.0,0.0,0.0,0.0
0.4537753,0.0,0.0,0.0,0.34113067,0.0,0.0,0.0,0.0,0.0
0.46107507,0.123235136,0.0,0.05979058,0.0,0.0,0.0,0.0,0.089082465,0.0
0.68002474,0.07369436,0.0,0.0,0.0,0.06855856,0.0,0.0,0.0,0.0
0.43455917,0.099527165,0.014885783,0.061499983,0.0,0.0,0.0,0.0,0.08729075,0.0
0.7266566,0.09721857,0.0,0.0,0.0,0.06982669,0.0,0.0,0.0,0.0
0.18993992,0.04071474,0.0,0.36434484,0.0,0.0,0.0,0.0,0.16815878,0.0
0.13706645,0.19827773,0.0,0.24811801,0.0,0.0,0.0,0.0,0.27518266,0.11930539
0.6483811,0.0,0.0,0.0,0.0,0.13376522,0.0,0.0,0.0,0.0
0.14653921,0.01852557,0.0,0.33127904,0.0,0.0,0.0,0.0,0.06481593,0.0
0.61199176,0.0,0.0,0.1085335,0.0,0.0,0.0,0.0,0.0,0.0
0.8122908,0.35294688,0.0,0.0,0.0,0.088114135,0.0,0.0,0.0,0.0
0.47562718,0.0,0.0,0.12622395,0.0,0.0,0.0,0.0,0.054480366,0.0
0.8272344,0.0,0.0,0.0,0.0,0.12971106,0.0,0.0,0.0,0.0
0.5356121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1934485,0.031817645,0.0,0.34242654,0.0,0.0,0.0,0.0,0.0,0.07296929
0.6634451,0.036573425,0.0,0.0,0.0,0.0,0.0,0.0,0.018272862,0.0
0.4943123,0.35375676,0.0,0.0,0.0,0.0,0.20463702,0.0,0.16006333,0.0
0.7870468,0.0,0.0,0.24951321,0.0,0.0,0.0,0.0,0.0,0.0
0.21545574,0.0,0.0,0.20781353,0.0,0.0,0.0,0.0,0.0,0.0
0.43701825,0.033474863,0.0,0.055579834,0.0,0.0,0.0,0.0,0.06679636,0.0
0.35767347,0.0,0.0,0.18822801,0.08842465,0.0,0.0,0.0,0.0,0.0
0.4567937,0.05573243,0.0,0.23119164,0.0,0.0,0.0,0.0,0.049401194,0.0
0.5051934,0.16837722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.81503975,0.12629715,0.0,0.0,0.0,0.22374742,0.0,0.0,0.0,0.0
0.41720504,0.28146222,0.0,0.0,0.0,0.0,0.0,0.0,0.13537383,0.0
0.3001897,0.0,0.0,0.22288609,0.0,0.0,0.0,0.0,0.0,0.0
0.70314956,0.12895223,0.0,0.0,0.0,0.14824396,0.0,0.0,0.0,0.0
0.8005296,0.08292611,0.0,0.0,0.0,0.025660202,0.0,0.0,0.0,0.0
0.550628,0.0,0.0,0.23286003,0.0,0.0,0.0,0.0,0.0,0.0
0.652771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4864084,0.030318648,0.0,0.091506004,0.0,0.0,0.0,0.0,0.020074382,0.0
0.49351922,0.110689074,0.0059687346,0.0,0.0,0.0,0.0,0.0,0.03659831,0.0
0.5378221,0.06911749,0.0,0.050664663,0.0,0.0,0.026080035,0.0,0.0,0.0
0.3278838,0.24455921,0.0,0.19087371,0.0,0.0,0.04176443,0.0,0.21266456,0.0
0.79226536,0.0,0.0,0.0,0.0,0.1251851,0.0,0.0,0.0,0.0
0.4960465,0.0,0.0,0.17737073,0.0,0.0,0.0,0.0,0.0,0.0
0.4550928,0.06023884,0.0,0.11577743,0.0,0.0,0.0,0.0,0.069205284,0.0
0.51339287,0.105938464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8546916,0.17952186,0.0,0.0,0.0,0.1588125,0.0,0.0,0.0,0.0
0.39759123,0.17785093,0.0,0.0,0.0,0.0,0.0,0.0,0.062257197,0.0
0.63766384,0.0,0.0,0.0,0.0,0.14749885,0.0,0.0,0.0,0.0
0.7529417,0.14164795,0.0,0.0,0.0,0.0,0.018908583,0.0,0.0,0.0
0.372121,0.14741781,0.0,0.10616255,0.0,0.0,0.0,0.0,0.0,0.0
0.48972273,0.02506125,0.0,0.04128331,0.0,0.0,0.0,0.0,0.0,0.0
0.47777253,0.0,0.0,0.12177545,0.0,0.0,0.0,0.0,0.0,0.0
0.30942312,0.07490827,0.0,0.28986922,0.0,0.0,0.0,0.0,0.123594224,0.0
0.36859718,0.275459,0.0,0.096512154,0.0,0.0,0.037401043,0.0,0.16567695,0.0
0.75073564,0.0585033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89039385,0.0,0.0,0.0,0.0,0.12765248,0.0,0.0,0.0,0.0
0.34359464,0.0,0.0,0.31075755,0.0,0.0,0.0,0.0,0.0,0.0
0.50320077,0.0,0.0,0.14183328,0.0,0.0,0.0,0.0,0.0,0.0
0.66213465,0.016539648,0.0,0.0,0.0,0.01296775,0.0,0.0,0.0,0.0
0.5869976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4345513,0.0,0.05431427,0.078881264,0.035841823,0.0,0.0,0.0,0.005797319,0.0
0.39196342,0.30699953,0.0,0.0,0.0,0.0,0.0,0.0,0.17872612,0.0
0.9697962,0.0,0.0,0.0,0.0,0.43994188,0.0,0.0,0.0,0.0
0.3483166,0.020997912,0.0,0.09740342,0.0,0.0,0.0,0.0,0.05074612,0.0
0.7280229,0.06792921,0.0,0.0,0.0,0.08487335,0.0,0.0,0.0,0.0
0.6243683,0.0,0.0,0.10475057,0.0,0.0,0.0,0.0,0.0,0.0
0.42581707,0.118255585,0.0,0.15669312,0.0,0.0,0.0,0.0,0.049930625,0.0
0.52507526,0.0,0.0,0.12928547,0.0,0.0,0.0,0.0,0.0,0.0
0.13271768,0.04401678,0.0,0.31477335,0.0,0.0,0.0,0.0,0.06996174,0.0
0.6108035,0.0,0.0,0.14273492,0.0,0.0,0.0,0.0,0.0,0.0
0.34089372,0.22861926,0.0,0.015046239,0.0,0.0,0.0,0.0,0.15907103,0.020243619
0.30062014,0.32894853,0.0,0.06857702,0.0,0.0,0.030650653,0.0,0.26809376,0.04232357
0.75450087,0.15822908,0.0,0.0,0.0,0.10619663,0.0,0.0,0.0,0.0
0.4859517,0.16256279,0.0,0.02276963,0.0,0.0,0.0,0.0,0.05838339,0.0
0.55699944,0.06193608,0.0,0.0,0.0,0.0,0.0,0.0,0.051952653,0.0
0.6444138,0.0,0.0,0.03603649,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.10155895,0.0,0.20621547,0.0,0.0,0.0,0.0,0.17715342,0.20837407
0.48641878,0.0,0.0,0.23214474,0.0,0.13322772,0.0,0.0,0.0,0.0
0.9714633,0.0,0.0,0.0,0.0,0.19021282,0.0,0.0,0.0,0.0
0.8863517,0.032444924,0.0,0.0,0.0,0.067344666,0.0,0.0,0.0,0.0
0.555403,0.045158267,0.0,0.10562086,0.0,0.0,0.0,0.0,0.06865107,0.0
0.49513477,0.0,0.0,0.0921067,0.0,0.0,0.0,0.0,0.019853435,0.0
0.5835902,0.016400725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41411108,0.04145202,0.0,0.17288372,0.0,0.0,0.0,0.0,0.063864015,0.0
0.4075606,0.3784873,0.09598121,0.0,0.0,0.0,0.2183708,0.0,0.24701758,0.0
0.81532073,0.32089463,0.0,0.0,0.0,0.039294094,0.0,0.0,0.0,0.0
0.7709701,0.0,0.0,0.0,0.0,0.002889201,0.0,0.0,0.0,0.0
0.5830905,0.18796006,0.0,0.0,0.0,0.0,0.077502675,0.0,0.0,0.0
0.26128545,0.0087706745,0.0,0.30253845,0.0,0.0,0.0,0.0,0.15181175,0.0
0.34766614,0.3003406,0.1262201,0.114064634,0.0,0.0,0.11368478,0.0,0.2647029,0.0
0.60090005,0.0,0.0,0.119316325,0.0,0.0,0.0,0.0,0.0053147227,0.0
0.3433066,0.17930244,0.02226305,0.0,0.0,0.0,0.0,0.0,0.09027183,0.0
0.6829617,0.0,0.0,0.05889821,0.0,0.0,0.0,0.0,0.0,0.0
0.056928366,0.0,0.0,0.30199155,0.0,0.21675006,0.0,0.0,0.0,0.0
0.47196293,0.0,0.0,0.26627535,0.0,0.0,0.0,0.0,0.0,0.01307838
0.4071259,0.0,0.0,0.18777269,0.0,0.081608,0.0,0.0,0.0,0.03395653
0.3445312,0.19335754,0.0,0.14632803,0.0,0.0,0.0,0.0,0.15372401,0.0
0.5074115,0.111715585,0.0,0.0,0.0,0.0,0.0,0.0,0.013289742,0.0
0.40281057,0.21684986,0.0,0.07386926,0.0,0.0,0.0,0.0,0.17218196,0.0
0.17662472,0.20315973,0.014369875,0.023099571,0.0,0.0,0.0,0.0,0.23657893,0.15485786
0.4131376,0.026775971,0.0,0.16636643,0.0,0.0,0.0,0.0,0.06784089,0.0
0.7525827,0.18620205,0.0,0.0,0.0,0.046662144,0.0,0.0,0.0,0.0
0.506001,0.0,0.0,0.13661319,0.042706057,0.0,0.0,0.0,0.019141048,0.0
0.2439704,0.24062374,0.0,0.04399827,0.0,0.0,0.0,0.0,0.22478855,0.079587296
0.0,0.0,0.0,0.23112422,0.0,0.0,0.0,0.0,0.30448857,0.31025556
0.27138305,0.0,0.0,0.1856423,0.0,0.18635732,0.0,0.0,0.0,0.0
0.7108246,0.07060456,0.0,0.0,0.0,0.11444393,0.0,0.0,0.0,0.0
0.38828307,0.22317043,0.0,0.06570995,0.0,0.0,0.0,0.0,0.14504832,0.0
0.39768445,0.21303874,0.0,0.04175964,0.0,0.0,0.0,0.0,0.08865373,0.0
0.34083784,0.17665967,0.0,0.17674957,0.0,0.0,0.0,0.0,0.100395836,0.06233311
0.3804613,0.10140762,0.0,0.17997429,0.0,0.0,0.0,0.0,0.0,0.0576921
0.505965,0.0,0.0,0.038322687,0.0,0.0,0.0,0.0,0.0,0.0
0.5534624,0.0,0.0,0.002879858,0.0,0.0,0.0,0.0,0.0,0.0
0.35010856,0.20930353,0.0,0.11318335,0.0,0.0,0.011741169,0.0,0.13202769,0.0
0.3396725,0.03539431,0.0,0.23628154,0.0040188283,0.0,0.0,0.0,0.114461936,0.0
0.45337433,0.16573572,0.0018273965,0.06064117,0.0,0.0,0.06462323,0.0,0.06717903,0.0
0.7001095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7008978,0.38031363,0.0,0.0,0.0,0.10878349,0.0,0.0,0.0,0.0
0.87152696,0.0,0.0,0.0,0.0,0.0010069311,0.0,0.0,0.0,0.0
0.45969874,0.04687333,0.0,0.1517379,0.0,0.0,0.0,0.0,0.0827173,0.0
0.4462164,0.0,0.0,0.21757615,0.020050958,0.0,0.0,0.0,0.0,0.0
0.6273074,0.23464704,0.0,0.0,0.0,0.064366475,0.0,0.0,0.0,0.0
0.27832103,0.14370146,0.0,0.21048045,0.0,0.0,0.0,0.0,0.0,0.013536166
0.0,0.0,0.0,0.3057863,0.0,0.0,0.0,0.0,0.03960392,0.22004144
0.3399432,0.03695482,0.0,0.16897584,0.0,0.0,0.0,0.0,0.1308855,0.0
0.7933316,0.24049166,0.0,0.0,0.0,0.12840159,0.0,0.0,0.0,0.0
0.49541923,0.0,0.0,0.08785522,0.0,0.0,0.0,0.0,0.0007060915,0.0
0.71955305,0.0,0.0,0.027176812,0.0,0.29127526,0.0,0.0,0.0,0.0
0.37708077,0.090118155,0.0,0.08419821,0.0,0.0,0.0,0.0,0.12469643,0.0
0.30020195,0.25462684,0.0,0.19850779,0.0,0.0,0.0,0.0,0.19698988,0.0
0.53466916,0.0,0.0,0.0,0.0,0.058610916,0.0,0.0,0.0,0.0
0.5207504,0.0,0.0,0.33261332,0.0,0.006581247,0.0,0.0,0.0,0.0
0.49762404,0.0,0.0,0.16934454,0.28552866,0.0,0.0,0.0,0.0,0.0
0.6193063,0.045075893,0.0,0.0,0.0,0.0,0.0130989775,0.0,0.0,0.0
0.40201357,0.286517,0.056460395,0.0,0.0,0.0,0.038862146,0.0,0.07432929,0.0
0.35225266,0.27283877,0.0,0.105323866,0.0,0.0,0.08313032,0.0,0.17317526,0.0
0.17195356,0.0,0.0,0.34787673,0.0,0.08479442,0.0,0.0,0.0,0.0
0.48051223,0.0,0.0,0.0,0.24614641,0.0,0.0,0.0,0.0,0.0
0.2190995,0.0,0.0,0.37397075,0.0,0.0054503083,0.0,0.0,0.0,0.0
